,ResNet50,Label
1664,[0. 0. 0. ... 0. 0. 0.],Dogs
1665,[0.00213443 0.         0.         ... 0.         0.         0.00335679],Dogs
1666,[0. 0. 0. ... 0. 0. 0.],Dogs
1667,[0.         0.         0.         ... 0.00200925 0.         0.        ],Dogs
1668,[0. 0. 0. ... 0. 0. 0.],Dogs
1669,[0. 0. 0. ... 0. 0. 0.],Cats
1670,[0. 0. 0. ... 0. 0. 0.],Cats
1671,[0.         0.         0.         ... 0.         0.         0.00491966],Dogs
1672,[0. 0. 0. ... 0. 0. 0.],Dogs
1673,[0. 0. 0. ... 0. 0. 0.],Dogs
1674,[0. 0. 0. ... 0. 0. 0.],Cats
1675,[0.        0.0027992 0.        ... 0.        0.        0.       ],Cats
1676,[0. 0. 0. ... 0. 0. 0.],Dogs
1677,[0.00076111 0.         0.         ... 0.         0.         0.        ],Dogs
1678,[0. 0. 0. ... 0. 0. 0.],Cats
1679,[0.         0.         0.         ... 0.         0.         0.00517495],Cats
1680,[0.         0.         0.         ... 0.         0.         0.00265683],Cats
1681,[0.         0.         0.         ... 0.         0.00429953 0.        ],Cats
1682,[0. 0. 0. ... 0. 0. 0.],Dogs
1683,[0. 0. 0. ... 0. 0. 0.],Cats
1684,[0. 0. 0. ... 0. 0. 0.],Cats
1685,[0. 0. 0. ... 0. 0. 0.],Cats
1686,[0.         0.         0.         ... 0.         0.00182587 0.        ],Cats
1687,[0.         0.         0.         ... 0.00600971 0.         0.        ],Dogs
1688,[0.         0.         0.         ... 0.         0.         0.00390104],Dogs
1689,[0. 0. 0. ... 0. 0. 0.],Dogs
1690,[0. 0. 0. ... 0. 0. 0.],Dogs
1691,[0.         0.00359453 0.         ... 0.         0.         0.        ],Cats
1692,[0. 0. 0. ... 0. 0. 0.],Dogs
1693,[0.00646835 0.         0.         ... 0.         0.         0.        ],Dogs
1694,[0. 0. 0. ... 0. 0. 0.],Dogs
1695,[0.00519524 0.         0.         ... 0.00301687 0.         0.        ],Dogs
1696,[0.         0.         0.01276903 ... 0.         0.         0.        ],Dogs
1697,[0. 0. 0. ... 0. 0. 0.],Dogs
1698,[0.         0.         0.         ... 0.00589748 0.         0.        ],Cats
1699,[0.         0.         0.         ... 0.         0.00231406 0.00838112],Cats
1700,[0. 0. 0. ... 0. 0. 0.],Dogs
1701,[0.         0.         0.         ... 0.         0.         0.00018726],Cats
1702,[0. 0. 0. ... 0. 0. 0.],Cats
1703,[0. 0. 0. ... 0. 0. 0.],Dogs
1704,[0. 0. 0. ... 0. 0. 0.],Dogs
1705,[0. 0. 0. ... 0. 0. 0.],Cats
1706,[0. 0. 0. ... 0. 0. 0.],Cats
1707,[0.         0.00905429 0.         ... 0.         0.00017871 0.        ],Dogs
1708,[0. 0. 0. ... 0. 0. 0.],Cats
1709,[0. 0. 0. ... 0. 0. 0.],Dogs
1710,[0. 0. 0. ... 0. 0. 0.],Dogs
1711,[0.        0.0002284 0.        ... 0.        0.        0.       ],Dogs
1712,[0. 0. 0. ... 0. 0. 0.],Dogs
1713,[0. 0. 0. ... 0. 0. 0.],Cats
1714,[0. 0. 0. ... 0. 0. 0.],Cats
1715,[0. 0. 0. ... 0. 0. 0.],Cats
1716,[0.         0.         0.         ... 0.00106946 0.         0.        ],Cats
1717,[0.         0.         0.         ... 0.00290357 0.         0.        ],Dogs
1718,[0. 0. 0. ... 0. 0. 0.],Dogs
1719,[0. 0. 0. ... 0. 0. 0.],Cats
1720,[0.         0.00148965 0.         ... 0.         0.         0.        ],Cats
1721,[0.         0.         0.         ... 0.00143666 0.         0.        ],Dogs
1722,[0. 0. 0. ... 0. 0. 0.],Cats
1723,[0.         0.         0.         ... 0.00180284 0.         0.        ],Cats
1724,[0. 0. 0. ... 0. 0. 0.],Dogs
1725,[0. 0. 0. ... 0. 0. 0.],Cats
1726,[0.        0.        0.        ... 0.0047524 0.        0.       ],Cats
1727,[0. 0. 0. ... 0. 0. 0.],Dogs
1728,[0. 0. 0. ... 0. 0. 0.],Cats
1729,[0. 0. 0. ... 0. 0. 0.],Cats
1730,[0.         0.         0.         ... 0.         0.00236727 0.        ],Cats
1731,[0.         0.         0.         ... 0.         0.00294966 0.        ],Cats
1732,[0. 0. 0. ... 0. 0. 0.],Cats
1733,[0.001432 0.       0.       ... 0.       0.       0.      ],Dogs
1734,[0. 0. 0. ... 0. 0. 0.],Dogs
1735,[0.         0.         0.         ... 0.         0.         0.00022351],Dogs
1736,[0.         0.         0.         ... 0.00144761 0.         0.        ],Dogs
1737,[0.         0.         0.         ... 0.         0.         0.00112435],Cats
1738,[0. 0. 0. ... 0. 0. 0.],Dogs
1739,[0. 0. 0. ... 0. 0. 0.],Dogs
1740,[0.        0.        0.        ... 0.        0.        0.0017636],Dogs
1741,[0. 0. 0. ... 0. 0. 0.],Cats
1742,[0.         0.         0.         ... 0.         0.         0.00238604],Cats
1743,[0. 0. 0. ... 0. 0. 0.],Dogs
1744,[0.         0.         0.         ... 0.01498764 0.         0.        ],Dogs
1745,[0.         0.         0.         ... 0.         0.00056555 0.        ],Cats
1746,[0. 0. 0. ... 0. 0. 0.],Dogs
1747,[0. 0. 0. ... 0. 0. 0.],Dogs
1748,[0. 0. 0. ... 0. 0. 0.],Dogs
1749,[0.         0.         0.         ... 0.00642892 0.         0.        ],Dogs
1750,[0. 0. 0. ... 0. 0. 0.],Cats
1751,[0. 0. 0. ... 0. 0. 0.],Cats
1752,[0. 0. 0. ... 0. 0. 0.],Dogs
1753,[0. 0. 0. ... 0. 0. 0.],Cats
1754,[0. 0. 0. ... 0. 0. 0.],Dogs
1755,[0. 0. 0. ... 0. 0. 0.],Cats
1756,[0.01013026 0.         0.         ... 0.         0.         0.        ],Dogs
1757,[0.         0.         0.         ... 0.00592642 0.         0.        ],Dogs
1758,[0.0007483  0.00190067 0.         ... 0.00259887 0.         0.        ],Dogs
1759,[0. 0. 0. ... 0. 0. 0.],Cats
1760,[0. 0. 0. ... 0. 0. 0.],Cats
1761,[0.         0.         0.         ... 0.         0.00073162 0.        ],Cats
1762,[0.         0.         0.         ... 0.         0.         0.00522767],Dogs
1763,[0. 0. 0. ... 0. 0. 0.],Cats
1764,[0.00039331 0.         0.         ... 0.         0.         0.        ],Dogs
1765,[0.         0.         0.         ... 0.         0.         0.00322087],Cats
1766,[0. 0. 0. ... 0. 0. 0.],Dogs
1767,[0.         0.         0.         ... 0.00379369 0.         0.        ],Dogs
1768,[0.         0.00482167 0.         ... 0.         0.         0.        ],Dogs
1769,[0.         0.         0.         ... 0.         0.         0.04775651],Cats
1770,[0. 0. 0. ... 0. 0. 0.],Dogs
1771,[0.         0.         0.         ... 0.00027088 0.         0.        ],Cats
1772,[0. 0. 0. ... 0. 0. 0.],Dogs
1773,[0. 0. 0. ... 0. 0. 0.],Cats
1774,[0. 0. 0. ... 0. 0. 0.],Dogs
1775,[0.         0.00031947 0.         ... 0.         0.         0.01597504],Cats
1776,[0. 0. 0. ... 0. 0. 0.],Cats
1777,[0.         0.         0.00060516 ... 0.         0.         0.01045995],Cats
1778,[0.         0.         0.         ... 0.         0.         0.00109571],Dogs
1779,[0. 0. 0. ... 0. 0. 0.],Cats
1780,[0.         0.         0.00519387 ... 0.         0.         0.        ],Dogs
1781,[0. 0. 0. ... 0. 0. 0.],Cats
1782,[0.         0.00235514 0.         ... 0.         0.         0.        ],Dogs
1783,[0. 0. 0. ... 0. 0. 0.],Cats
1784,[0. 0. 0. ... 0. 0. 0.],Dogs
1785,[0. 0. 0. ... 0. 0. 0.],Dogs
1786,[0.         0.         0.         ... 0.00258108 0.         0.00104293],Cats
1787,[0. 0. 0. ... 0. 0. 0.],Cats
1788,[0. 0. 0. ... 0. 0. 0.],Dogs
1789,[0.00146039 0.         0.         ... 0.         0.         0.        ],Dogs
1790,[0. 0. 0. ... 0. 0. 0.],Cats
1791,[0. 0. 0. ... 0. 0. 0.],Dogs
1792,[0. 0. 0. ... 0. 0. 0.],Cats
1793,[0. 0. 0. ... 0. 0. 0.],Cats
1794,[0. 0. 0. ... 0. 0. 0.],Dogs
1795,[0. 0. 0. ... 0. 0. 0.],Dogs
1796,[0. 0. 0. ... 0. 0. 0.],Dogs
1797,[0.         0.         0.         ... 0.00037322 0.00943879 0.00185991],Cats
1798,[0. 0. 0. ... 0. 0. 0.],Dogs
1799,[0. 0. 0. ... 0. 0. 0.],Dogs
1800,[0. 0. 0. ... 0. 0. 0.],Cats
1801,[0. 0. 0. ... 0. 0. 0.],Cats
1802,[0. 0. 0. ... 0. 0. 0.],Dogs
1803,[0. 0. 0. ... 0. 0. 0.],Dogs
1804,[0.00106098 0.         0.         ... 0.00865513 0.         0.        ],Dogs
1805,[0.         0.         0.         ... 0.         0.         0.00555364],Dogs
1806,[0. 0. 0. ... 0. 0. 0.],Dogs
1807,[0. 0. 0. ... 0. 0. 0.],Cats
1808,[0.00066676 0.         0.         ... 0.00162374 0.         0.        ],Cats
1809,[0.        0.        0.        ... 0.        0.        0.0084036],Dogs
1810,[0. 0. 0. ... 0. 0. 0.],Cats
1811,[0.         0.         0.         ... 0.         0.         0.02161155],Dogs
1812,[0. 0. 0. ... 0. 0. 0.],Cats
1813,[0. 0. 0. ... 0. 0. 0.],Dogs
1814,[0. 0. 0. ... 0. 0. 0.],Dogs
1815,[0.00096253 0.         0.         ... 0.         0.         0.        ],Dogs
1816,[0.         0.00264119 0.00099983 ... 0.01150773 0.         0.00085679],Cats
1817,[0.         0.00161469 0.         ... 0.         0.         0.        ],Cats
1818,[0. 0. 0. ... 0. 0. 0.],Dogs
1819,[0. 0. 0. ... 0. 0. 0.],Dogs
1820,[0. 0. 0. ... 0. 0. 0.],Cats
1821,[0. 0. 0. ... 0. 0. 0.],Dogs
1822,[0. 0. 0. ... 0. 0. 0.],Dogs
1823,[0. 0. 0. ... 0. 0. 0.],Dogs
1824,[0.         0.00420933 0.         ... 0.         0.         0.        ],Dogs
1825,[0. 0. 0. ... 0. 0. 0.],Dogs
1826,[0. 0. 0. ... 0. 0. 0.],Dogs
1827,[0.        0.        0.0005161 ... 0.        0.        0.0010719],Cats
1828,[0.         0.         0.         ... 0.         0.00065916 0.        ],Cats
1829,[0. 0. 0. ... 0. 0. 0.],Dogs
1830,[0.         0.         0.         ... 0.00030504 0.         0.        ],Cats
1831,[0. 0. 0. ... 0. 0. 0.],Cats
1832,[0. 0. 0. ... 0. 0. 0.],Cats
1833,[0.         0.         0.         ... 0.         0.         0.00070437],Dogs
1834,[0.         0.         0.         ... 0.         0.00065916 0.        ],Dogs
1835,[0.         0.         0.         ... 0.00133199 0.         0.        ],Dogs
1836,[0.00505773 0.         0.         ... 0.         0.         0.        ],Dogs
1837,[0. 0. 0. ... 0. 0. 0.],Dogs
1838,[0.         0.         0.         ... 0.00053691 0.         0.        ],Cats
1839,[0.         0.         0.         ... 0.00483908 0.         0.        ],Dogs
1840,[0. 0. 0. ... 0. 0. 0.],Cats
1841,[0. 0. 0. ... 0. 0. 0.],Cats
1842,[0.         0.         0.         ... 0.         0.         0.00319198],Cats
1843,[0. 0. 0. ... 0. 0. 0.],Cats
1844,[0.         0.         0.         ... 0.         0.00034738 0.00282975],Cats
1845,[0. 0. 0. ... 0. 0. 0.],Dogs
1846,[0.         0.         0.         ... 0.         0.         0.00624744],Cats
1847,[0.         0.00058657 0.         ... 0.         0.         0.        ],Dogs
1848,[0.         0.         0.         ... 0.         0.00047237 0.        ],Cats
1849,[0. 0. 0. ... 0. 0. 0.],Cats
1850,[0.         0.         0.         ... 0.         0.         0.00073319],Cats
1851,[0.         0.         0.         ... 0.00921273 0.         0.        ],Cats
1852,[0. 0. 0. ... 0. 0. 0.],Dogs
1853,[0. 0. 0. ... 0. 0. 0.],Dogs
1854,[0.         0.         0.         ... 0.01163222 0.         0.00011257],Dogs
1855,[0. 0. 0. ... 0. 0. 0.],Dogs
1856,[0. 0. 0. ... 0. 0. 0.],Cats
1857,[0. 0. 0. ... 0. 0. 0.],Dogs
1858,[0.         0.00362438 0.         ... 0.00551939 0.00269038 0.        ],Cats
1859,[0. 0. 0. ... 0. 0. 0.],Dogs
1860,[0. 0. 0. ... 0. 0. 0.],Cats
1861,[0.         0.         0.         ... 0.00129187 0.         0.        ],Dogs
1862,[0. 0. 0. ... 0. 0. 0.],Dogs
1863,[0.00143761 0.         0.         ... 0.         0.         0.        ],Dogs
1864,[0.         0.         0.         ... 0.00056134 0.         0.        ],Dogs
1865,[0. 0. 0. ... 0. 0. 0.],Dogs
1866,[0. 0. 0. ... 0. 0. 0.],Cats
1867,[0.         0.         0.         ... 0.00040557 0.         0.00108675],Cats
1868,[0.         0.         0.         ... 0.00230282 0.         0.        ],Cats
1869,[0. 0. 0. ... 0. 0. 0.],Dogs
1870,[0.         0.         0.         ... 0.00727176 0.         0.        ],Cats
1871,[0.         0.         0.         ... 0.00013128 0.00397588 0.        ],Cats
1872,[0. 0. 0. ... 0. 0. 0.],Dogs
1873,[0. 0. 0. ... 0. 0. 0.],Cats
1874,[0. 0. 0. ... 0. 0. 0.],Cats
1875,[0. 0. 0. ... 0. 0. 0.],Dogs
1876,[0. 0. 0. ... 0. 0. 0.],Dogs
1877,[0. 0. 0. ... 0. 0. 0.],Cats
1878,[0. 0. 0. ... 0. 0. 0.],Cats
1879,[0. 0. 0. ... 0. 0. 0.],Cats
1880,[0. 0. 0. ... 0. 0. 0.],Dogs
1881,[0. 0. 0. ... 0. 0. 0.],Dogs
1882,[0. 0. 0. ... 0. 0. 0.],Dogs
1883,[0.         0.         0.         ... 0.00644365 0.         0.        ],Dogs
1884,[0. 0. 0. ... 0. 0. 0.],Cats
1885,[0.       0.010211 0.       ... 0.       0.       0.      ],Dogs
1886,[0. 0. 0. ... 0. 0. 0.],Cats
1887,[0.         0.00019404 0.         ... 0.00561869 0.         0.        ],Dogs
1888,[0. 0. 0. ... 0. 0. 0.],Dogs
1889,[0. 0. 0. ... 0. 0. 0.],Cats
1890,[0. 0. 0. ... 0. 0. 0.],Dogs
1891,[0.         0.         0.         ... 0.00326599 0.         0.        ],Cats
1892,[0. 0. 0. ... 0. 0. 0.],Dogs
1893,[0.         0.         0.         ... 0.00041734 0.00237833 0.        ],Dogs
1894,[0. 0. 0. ... 0. 0. 0.],Dogs
1895,[0. 0. 0. ... 0. 0. 0.],Dogs
1896,[0.         0.         0.         ... 0.00088756 0.003643   0.        ],Cats
1897,[0. 0. 0. ... 0. 0. 0.],Dogs
1898,[0.         0.         0.         ... 0.00020254 0.00033875 0.        ],Cats
1899,[0.00020472 0.         0.         ... 0.02635804 0.         0.        ],Cats
1900,[0.         0.         0.         ... 0.00485945 0.         0.00162603],Cats
1901,[0. 0. 0. ... 0. 0. 0.],Dogs
1902,[0. 0. 0. ... 0. 0. 0.],Dogs
1903,[0.        0.        0.        ... 0.0074548 0.        0.       ],Dogs
1904,[0.         0.         0.         ... 0.01176617 0.         0.00087659],Dogs
1905,[0.         0.         0.         ... 0.00796388 0.         0.        ],Cats
1906,[0.         0.00066586 0.         ... 0.         0.         0.        ],Dogs
1907,[0.         0.         0.         ... 0.00526219 0.         0.04770058],Cats
1908,[0. 0. 0. ... 0. 0. 0.],Dogs
1909,[0. 0. 0. ... 0. 0. 0.],Cats
1910,[0. 0. 0. ... 0. 0. 0.],Dogs
1911,[0.         0.         0.         ... 0.00070517 0.         0.        ],Cats
1912,[0. 0. 0. ... 0. 0. 0.],Dogs
1913,[0.         0.00029533 0.         ... 0.         0.         0.        ],Cats
1914,[0. 0. 0. ... 0. 0. 0.],Cats
1915,[0.         0.         0.         ... 0.         0.         0.00477502],Dogs
1916,[0. 0. 0. ... 0. 0. 0.],Dogs
1917,[0. 0. 0. ... 0. 0. 0.],Dogs
1918,[0.00104625 0.00117951 0.         ... 0.00042937 0.         0.        ],Dogs
1919,[0.00274781 0.         0.         ... 0.         0.         0.        ],Cats
1920,[0. 0. 0. ... 0. 0. 0.],Cats
1921,[0. 0. 0. ... 0. 0. 0.],Cats
1922,[0. 0. 0. ... 0. 0. 0.],Dogs
1923,[0.        0.        0.        ... 0.        0.        0.0125112],Cats
1924,[0.        0.        0.        ... 0.0001323 0.        0.       ],Cats
1925,[0.         0.00287969 0.         ... 0.         0.         0.        ],Cats
1926,[0.         0.         0.         ... 0.00210348 0.         0.        ],Dogs
1927,[0. 0. 0. ... 0. 0. 0.],Dogs
1928,[0. 0. 0. ... 0. 0. 0.],Dogs
1929,[0.         0.         0.         ... 0.         0.         0.00081399],Cats
1930,[0. 0. 0. ... 0. 0. 0.],Cats
1931,[0. 0. 0. ... 0. 0. 0.],Dogs
1932,[0. 0. 0. ... 0. 0. 0.],Dogs
1933,[0.         0.         0.         ... 0.         0.         0.00439184],Cats
1934,[0. 0. 0. ... 0. 0. 0.],Dogs
1935,[0. 0. 0. ... 0. 0. 0.],Cats
1936,[0.         0.         0.         ... 0.00624631 0.         0.        ],Cats
1937,[0.         0.00012575 0.         ... 0.         0.         0.        ],Dogs
1938,[0. 0. 0. ... 0. 0. 0.],Dogs
1939,[0. 0. 0. ... 0. 0. 0.],Dogs
1940,[0. 0. 0. ... 0. 0. 0.],Cats
1941,[0. 0. 0. ... 0. 0. 0.],Cats
1942,[0.      0.      0.      ... 0.      0.      0.00273],Cats
1943,[0. 0. 0. ... 0. 0. 0.],Dogs
1944,[0. 0. 0. ... 0. 0. 0.],Cats
1945,[0. 0. 0. ... 0. 0. 0.],Cats
1946,[0. 0. 0. ... 0. 0. 0.],Cats
1947,[0. 0. 0. ... 0. 0. 0.],Dogs
1948,[0. 0. 0. ... 0. 0. 0.],Cats
1949,[0. 0. 0. ... 0. 0. 0.],Cats
1950,[0.         0.00115783 0.         ... 0.         0.         0.0003372 ],Cats
1951,[0. 0. 0. ... 0. 0. 0.],Cats
1952,[0. 0. 0. ... 0. 0. 0.],Dogs
1953,[0.         0.         0.         ... 0.00062185 0.         0.        ],Dogs
1954,[0.         0.         0.         ... 0.00389151 0.         0.        ],Cats
1955,[0. 0. 0. ... 0. 0. 0.],Cats
1956,[0. 0. 0. ... 0. 0. 0.],Dogs
1957,[0. 0. 0. ... 0. 0. 0.],Cats
1958,[0. 0. 0. ... 0. 0. 0.],Dogs
1959,[0.        0.        0.        ... 0.        0.        0.0062711],Cats
1960,[0.         0.         0.         ... 0.01384453 0.         0.        ],Cats
1961,[0. 0. 0. ... 0. 0. 0.],Cats
1962,[0. 0. 0. ... 0. 0. 0.],Dogs
1963,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 1.39641361e-05 0.00000000e+00]",Cats
1964,[0.         0.         0.         ... 0.01678993 0.         0.        ],Cats
1965,[0. 0. 0. ... 0. 0. 0.],Cats
1966,[0. 0. 0. ... 0. 0. 0.],Dogs
1967,[0. 0. 0. ... 0. 0. 0.],Cats
1968,[0. 0. 0. ... 0. 0. 0.],Dogs
1969,[0. 0. 0. ... 0. 0. 0.],Cats
1970,[0. 0. 0. ... 0. 0. 0.],Cats
1971,[0. 0. 0. ... 0. 0. 0.],Dogs
1972,[0. 0. 0. ... 0. 0. 0.],Cats
1973,[0.         0.         0.         ... 0.00277994 0.         0.        ],Cats
1974,[0.         0.         0.         ... 0.00742237 0.         0.        ],Dogs
1975,[0. 0. 0. ... 0. 0. 0.],Dogs
1976,[0.         0.         0.         ... 0.00132221 0.00425647 0.        ],Cats
1977,[0.         0.         0.         ... 0.         0.         0.00129741],Cats
1978,[0. 0. 0. ... 0. 0. 0.],Cats
1979,[0.         0.00862826 0.         ... 0.00357563 0.         0.        ],Dogs
1980,[0. 0. 0. ... 0. 0. 0.],Dogs
1981,[0. 0. 0. ... 0. 0. 0.],Dogs
1982,[0. 0. 0. ... 0. 0. 0.],Cats
1983,[0. 0. 0. ... 0. 0. 0.],Dogs
1984,[0. 0. 0. ... 0. 0. 0.],Dogs
1985,[0. 0. 0. ... 0. 0. 0.],Dogs
1986,[0. 0. 0. ... 0. 0. 0.],Dogs
1987,[0. 0. 0. ... 0. 0. 0.],Cats
1988,[0. 0. 0. ... 0. 0. 0.],Dogs
1989,[0. 0. 0. ... 0. 0. 0.],Cats
1990,[0. 0. 0. ... 0. 0. 0.],Cats
1991,[0. 0. 0. ... 0. 0. 0.],Dogs
1992,[0.         0.         0.         ... 0.         0.         0.00312936],Cats
1993,[0. 0. 0. ... 0. 0. 0.],Cats
1994,[0. 0. 0. ... 0. 0. 0.],Cats
1995,[0. 0. 0. ... 0. 0. 0.],Cats
1996,[0. 0. 0. ... 0. 0. 0.],Dogs
1997,[0. 0. 0. ... 0. 0. 0.],Cats
1998,[0.         0.         0.         ... 0.         0.         0.00340029],Cats
1999,[0. 0. 0. ... 0. 0. 0.],Cats
2000,[0.00188265 0.0096061  0.0006097  ... 0.         0.         0.        ],Cats
2001,[0.         0.         0.         ... 0.         0.         0.00035565],Cats
2002,[0. 0. 0. ... 0. 0. 0.],Cats
2003,[0. 0. 0. ... 0. 0. 0.],Dogs
2004,[0. 0. 0. ... 0. 0. 0.],Dogs
2005,[0. 0. 0. ... 0. 0. 0.],Cats
2006,[0.         0.         0.         ... 0.00253841 0.0036236  0.        ],Cats
2007,[0. 0. 0. ... 0. 0. 0.],Dogs
2008,[0.         0.         0.         ... 0.         0.00053239 0.        ],Cats
2009,[0. 0. 0. ... 0. 0. 0.],Cats
2010,[0.00049304 0.00173325 0.         ... 0.         0.         0.        ],Dogs
2011,[0.        0.        0.        ... 0.0021223 0.        0.       ],Dogs
2012,[0.         0.         0.         ... 0.         0.00160231 0.        ],Cats
2013,[0.00056003 0.         0.         ... 0.         0.         0.        ],Cats
2014,[0.         0.         0.         ... 0.00434277 0.         0.        ],Cats
2015,[0. 0. 0. ... 0. 0. 0.],Dogs
2016,[0.         0.         0.         ... 0.00360846 0.00228495 0.        ],Cats
2017,[0.         0.         0.         ... 0.01236246 0.         0.        ],Dogs
2018,[0.         0.         0.         ... 0.00025036 0.         0.        ],Dogs
2019,[0.        0.0008994 0.        ... 0.        0.        0.       ],Cats
2020,[0. 0. 0. ... 0. 0. 0.],Cats
2021,[0.         0.         0.         ... 0.         0.00022955 0.        ],Cats
2022,[0. 0. 0. ... 0. 0. 0.],Cats
2023,[0.        0.        0.        ... 0.        0.0031426 0.       ],Cats
2024,[0. 0. 0. ... 0. 0. 0.],Dogs
2025,[0.        0.        0.        ... 0.        0.        0.0045659],Dogs
2026,[0.00629736 0.         0.         ... 0.         0.         0.        ],Cats
2027,[0.00092839 0.         0.         ... 0.         0.         0.        ],Dogs
2028,[0. 0. 0. ... 0. 0. 0.],Cats
2029,[0.         0.         0.         ... 0.         0.00821225 0.        ],Cats
2030,[0. 0. 0. ... 0. 0. 0.],Cats
2031,[0. 0. 0. ... 0. 0. 0.],Cats
2032,[0. 0. 0. ... 0. 0. 0.],Dogs
2033,[0.         0.00181935 0.         ... 0.         0.         0.        ],Dogs
2034,[0. 0. 0. ... 0. 0. 0.],Cats
2035,[0. 0. 0. ... 0. 0. 0.],Dogs
2036,[0.        0.        0.        ... 0.        0.0005327 0.       ],Dogs
2037,[0. 0. 0. ... 0. 0. 0.],Cats
2038,[0.         0.         0.         ... 0.00447672 0.         0.        ],Dogs
2039,[0. 0. 0. ... 0. 0. 0.],Dogs
2040,[0.        0.        0.        ... 0.        0.        0.0001921],Cats
